User_ID,Gender,age cat,Occupation,city,stay,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,purchase cat
1004454,0,3,20,2,1,0,13,15,16,0
1002105,0,3,1,0,0,1,13,14,16,0
1004328,0,5,3,2,1,1,13,15,16,0
1004543,0,3,2,0,0,0,13,14,16,0
1002783,0,4,17,2,0,1,13,15,16,0
1001112,0,2,6,0,4,0,13,15,16,0
1001065,1,3,0,1,3,0,13,15,16,0
1001150,1,3,20,0,1,0,13,14,16,0
1003308,1,2,20,1,3,1,12,14,17,0
1003410,0,4,1,1,3,1,13,14,16,0
1005686,0,5,16,0,1,1,13,15,16,0
1000689,1,5,0,0,0,1,13,14,16,0
1004911,1,3,0,0,4,0,13,14,16,0
1005738,0,3,12,0,1,1,13,15,16,0
1000323,0,4,12,2,1,0,13,15,16,0
1004933,0,3,15,1,3,0,13,14,16,0
1003751,1,4,12,1,4,0,13,15,16,0
1002934,1,4,20,1,3,0,13,14,16,0
1001755,1,2,4,1,4,0,13,15,16,0
1003005,0,3,17,0,1,0,13,15,16,0
1002127,0,2,4,2,0,1,13,15,16,0
1000245,0,4,16,1,0,0,13,15,16,0
1003824,0,3,17,0,3,1,13,14,16,0
1003053,1,3,3,1,2,1,13,14,16,0
1001912,0,3,4,0,1,1,13,14,16,0
1005797,0,3,7,0,4,1,13,15,16,0
1001655,0,2,4,2,2,1,13,15,16,0
1001939,1,4,2,2,3,0,13,15,16,0
1003055,1,3,3,2,1,1,13,14,16,0
1005548,1,2,4,0,4,0,13,14,16,0
1001639,0,3,17,1,1,0,13,15,16,0
1004508,0,3,20,0,2,0,13,14,16,0
1002060,0,0,1,2,3,0,13,14,16,0
1001017,0,4,0,1,2,0,13,15,16,0
1002020,0,3,7,1,0,1,13,14,16,0
1006035,1,3,1,2,3,0,13,15,16,0
1000524,0,2,0,0,0,0,13,15,16,0
1004033,0,3,6,1,1,0,13,14,16,0
1003054,0,2,4,1,1,1,13,14,16,0
1003635,0,5,1,2,1,0,13,14,16,0
1000608,0,2,4,2,3,1,13,15,16,0
1003301,1,3,2,1,3,0,13,15,16,0
1001630,0,4,17,2,1,0,13,15,16,0
1004742,0,3,3,0,2,0,13,14,16,0
1003054,0,2,4,1,1,1,13,15,16,0
1003024,0,4,17,0,4,0,13,14,16,0
1004016,0,5,0,1,1,0,13,14,16,0
1001218,0,5,15,1,0,1,13,14,16,0
1000919,1,4,1,2,1,0,13,14,16,0
1001246,0,2,4,0,2,0,13,15,16,0
1002648,0,3,17,1,2,0,13,14,16,0
1001340,0,3,7,0,2,0,13,14,16,0
1003487,0,2,4,0,1,1,13,14,16,0
1005468,0,3,12,0,1,0,13,14,16,0
1002962,0,4,3,0,2,0,13,15,16,0
1003814,0,3,15,0,1,1,13,14,16,0
1000970,0,3,0,1,4,1,13,14,16,0
1005916,0,5,20,1,1,1,13,15,16,0
1002106,1,2,20,0,3,1,13,15,16,0
1004053,0,3,18,1,1,0,13,14,16,0
1000854,1,3,16,1,1,0,13,14,16,0
1001015,0,4,3,0,4,1,13,14,16,0
1002857,0,3,0,1,2,0,13,14,16,0
1005131,1,3,1,1,3,0,13,14,16,0
1001274,0,4,7,1,4,1,13,15,16,0
1002506,1,3,14,0,4,0,13,14,16,0
1005046,0,3,16,0,0,0,13,14,16,0
1005655,1,3,6,2,0,0,13,15,16,0
1005433,1,4,17,1,3,1,12,14,17,0
1003261,0,4,20,1,1,1,13,15,16,0
1001088,1,0,10,0,3,0,13,15,16,0
1003230,0,4,16,0,0,0,13,15,16,0
1000897,0,3,6,1,4,0,13,15,16,0
1003618,0,5,17,0,4,1,13,14,16,0
1004322,1,5,6,1,1,0,13,15,16,0
1001600,0,4,7,1,1,1,13,14,16,0
1005029,0,3,4,2,1,1,13,15,16,0
1000877,0,3,0,1,1,1,13,14,16,0
1002592,0,5,7,1,1,1,13,14,16,0
1000202,0,2,4,0,3,0,13,14,16,0
1003879,0,3,3,2,1,1,13,14,16,0
1005161,0,3,4,2,0,0,13,15,16,0
1005699,0,4,15,1,4,1,13,14,16,0
1001889,0,2,14,1,2,0,13,15,16,0
1004134,1,4,12,2,2,0,13,14,16,0
1004183,0,3,1,1,4,0,13,14,16,0
1001680,0,3,20,0,3,1,13,14,16,0
1003067,1,3,0,0,1,0,13,14,16,0
1004458,1,3,4,1,1,0,13,15,16,0
1005112,0,4,13,1,1,0,13,14,16,0
1003696,0,4,7,2,3,0,13,15,16,0
1001470,0,2,4,0,1,1,13,14,16,0
1000454,0,3,20,2,2,1,13,15,16,0
1005306,1,3,17,1,4,0,13,14,16,0
1001451,0,4,20,1,0,0,13,14,16,0
1000079,1,4,0,0,1,0,13,15,16,0
1005906,1,2,4,2,1,1,13,15,16,0
1001297,0,3,7,0,4,0,13,15,16,0
1003327,0,2,12,1,4,0,13,15,16,0
1003246,1,4,1,1,1,1,13,15,16,0
1004447,0,4,5,1,0,1,13,15,16,0
1005504,0,4,7,1,1,1,13,15,16,0
1004411,0,2,4,0,3,0,13,15,16,0
1005645,0,3,2,1,3,0,13,14,16,0
1001179,0,5,1,1,2,1,13,15,16,0
1002389,0,3,16,0,0,1,13,14,16,0
1003620,0,3,7,0,1,0,13,15,16,0
1002493,0,4,2,1,1,1,13,14,16,0
1005083,0,3,4,1,4,1,13,15,16,0
1003940,0,4,20,1,3,1,13,15,16,0
1000652,0,2,20,2,3,0,13,15,16,0
1005277,0,3,20,1,2,0,13,14,16,0
1002918,0,3,12,1,2,0,13,15,16,0
1002632,0,5,0,2,1,0,13,14,16,0
1001285,0,4,4,0,0,1,13,15,16,0
1002038,1,4,1,1,3,1,13,15,16,0
1005054,0,4,2,1,0,0,13,14,16,0
1002203,0,4,12,1,4,1,13,14,16,0
1003491,0,3,16,1,1,0,13,15,16,0
1002098,0,4,20,0,0,1,13,14,16,0
1002223,0,3,2,1,0,1,13,14,16,0
1002921,0,5,1,2,2,0,13,15,16,0
1005824,0,2,12,1,1,0,13,15,16,0
1000025,0,2,4,2,4,0,13,15,16,0
1002962,0,4,3,0,2,0,13,14,16,0
1001215,0,4,17,2,0,0,13,15,16,0
1005338,0,3,17,2,4,0,13,15,16,0
1003118,0,3,0,1,1,0,13,15,16,0
1005011,0,2,4,1,1,0,13,15,16,0
1001958,1,3,1,1,3,0,13,14,16,0
1004625,0,3,7,2,0,0,13,15,16,0
1005193,0,4,12,1,2,1,13,15,16,0
1005757,0,0,10,2,2,0,13,15,16,0
1000816,0,4,0,2,2,0,13,15,16,0
1003841,0,4,18,0,4,0,13,14,16,0
1001202,0,4,12,1,0,0,13,15,16,0
1000435,0,3,7,0,4,0,13,14,16,0
1002004,0,4,19,2,1,1,13,15,16,0
1003833,0,3,1,1,2,0,13,15,16,0
1001551,0,3,11,1,1,1,13,14,16,0
1003768,0,3,4,1,2,0,13,14,16,0
1004227,0,3,19,0,0,0,13,15,16,0
1002078,0,2,4,2,1,0,13,15,16,0
1004447,0,4,5,1,0,1,13,14,16,0
1004016,0,5,0,1,1,0,13,14,16,0
1005256,0,3,16,1,4,1,13,15,16,0
1000336,0,2,0,2,4,0,13,15,16,0
1000512,0,4,0,2,1,1,13,14,16,0
1003143,1,5,16,2,1,1,13,14,16,0
1000117,0,3,17,0,2,1,13,15,16,0
1005843,0,4,1,2,2,0,13,14,16,0
1001162,1,4,0,1,4,0,13,15,16,0
1003934,0,3,0,1,2,0,13,14,16,0
1000651,0,4,7,1,2,0,13,15,16,0
1000571,0,5,5,2,3,1,13,15,16,0
1004888,1,5,0,1,4,0,13,15,16,0
1001884,0,4,20,1,1,1,13,15,16,0
1000137,1,4,6,2,4,1,13,15,16,0
1002457,0,3,0,1,0,1,13,15,16,0
1003265,0,3,15,0,1,0,13,15,16,0
1000876,0,3,4,1,1,0,13,15,16,0
1002544,0,4,1,1,1,0,13,14,16,0
1005592,0,3,1,0,4,1,13,15,16,0
1004704,0,2,20,2,1,0,13,15,16,0
1004879,0,3,3,0,2,0,13,15,16,0
1001570,0,2,17,1,1,1,13,14,16,0
1005265,0,4,1,1,2,1,13,14,16,0
1005329,1,3,5,1,1,0,13,14,16,0
1006036,1,3,15,1,4,1,13,15,16,0
1002012,0,3,4,1,3,1,13,15,16,0
1002225,0,3,5,1,1,1,13,14,16,0
1004425,0,4,7,1,1,0,13,14,16,0
1004796,0,4,7,0,4,1,13,14,16,0
1001362,0,4,12,1,0,0,13,15,16,0
1001974,0,4,17,1,1,0,13,15,16,0
1000658,1,3,0,1,1,0,13,14,16,0
1003471,0,2,4,0,1,0,13,15,16,0
1003850,0,2,3,1,0,0,13,15,16,0
1005857,1,4,2,1,2,0,13,14,16,0
1001592,0,4,7,1,4,1,13,15,16,0
1001820,0,3,20,1,1,1,13,15,16,0
1000146,1,4,20,1,3,1,13,14,16,0
1003410,0,4,1,1,3,1,13,14,16,0
1000023,0,4,0,1,3,1,13,14,16,0
1004521,0,4,12,1,1,0,13,15,16,0
1005220,0,3,7,1,4,0,13,15,16,0
1002599,0,3,12,1,2,0,13,15,16,0
1000245,0,4,16,1,0,0,13,14,16,0
1004790,1,3,2,0,4,1,13,14,16,0
1000970,0,3,0,1,4,1,13,14,16,0
1002181,0,3,0,1,4,1,13,14,16,0
1004343,0,3,12,2,1,1,13,15,16,0
1002590,0,2,4,0,0,0,13,15,16,0
1001146,1,2,16,1,2,1,13,14,16,0
1004887,0,2,2,1,1,1,13,15,16,0
1002504,0,3,7,0,2,1,13,14,16,0
1004522,0,4,1,2,0,1,13,14,16,0
1002179,1,3,0,2,1,1,13,14,16,0
1001367,0,3,12,2,1,0,13,14,16,0
1000889,0,4,20,0,1,0,13,15,16,0
1004123,1,3,4,2,1,0,13,14,16,0
1000240,0,5,17,0,1,1,13,15,16,0
1004950,0,3,16,0,1,1,13,15,16,0
1000319,1,5,6,1,3,1,13,15,16,0
1004611,1,2,4,0,2,0,13,15,16,0
1002995,0,3,15,0,4,0,13,15,16,0
1003167,0,3,2,2,3,0,13,15,16,0
1000127,1,4,3,2,1,1,13,14,16,0
1002174,0,5,12,1,1,1,13,14,16,0
1000199,0,2,4,1,1,0,13,15,16,0
1004771,1,3,4,0,0,0,13,14,16,0
1000242,1,2,4,0,3,0,13,15,16,0
1001284,0,4,16,0,1,1,13,14,16,0
1004915,0,3,12,1,2,1,13,14,16,0
1001733,0,2,14,1,0,1,13,15,16,0
1002436,0,3,7,1,2,0,13,15,16,0
1004305,1,4,17,1,1,1,13,14,16,0
1000889,0,4,20,0,1,0,13,14,16,0
1001922,1,3,7,1,4,0,13,15,16,0
1000555,0,2,4,1,4,0,13,15,16,0
1002529,1,4,9,0,3,0,13,15,16,0
1001015,0,4,3,0,4,1,13,15,16,0
1002247,0,4,2,1,2,1,13,14,16,0
1005526,1,4,2,0,0,0,13,14,16,0
1000772,0,2,12,2,2,0,13,15,16,0
1001170,0,5,3,0,2,1,13,14,16,0
1002544,0,4,1,1,1,0,13,15,16,0
1000302,0,2,4,1,4,0,13,15,16,0
1004453,0,4,0,2,3,0,13,14,16,0
1005553,0,4,3,2,3,0,13,15,16,0
1001543,0,3,11,2,2,0,13,14,16,0
1003931,0,3,5,2,1,0,13,15,16,0
1001484,0,3,12,2,1,0,13,14,16,0
1002632,0,5,0,2,1,0,13,15,16,0
1004765,1,4,16,1,3,1,13,15,16,0
1002796,0,3,14,1,3,0,13,15,16,0
1004182,0,3,18,2,3,0,13,15,16,0
1002063,0,3,4,0,3,0,13,14,16,0
1002065,0,3,6,2,2,0,13,14,16,0
1000889,0,4,20,0,1,0,13,14,16,0
1004091,0,3,17,0,2,1,13,14,16,0
1001671,0,4,0,1,2,0,13,14,16,0
1004948,0,4,2,0,1,1,13,14,16,0
1000352,0,2,4,0,0,0,13,15,16,0
1005437,0,3,11,2,4,0,13,15,16,0
1005113,0,3,0,0,3,1,13,14,16,0
1004621,0,3,4,2,2,1,13,15,16,0
1000352,0,2,4,0,0,0,13,14,16,0
1000737,0,0,19,0,2,0,13,15,16,0
1003182,0,3,12,0,2,1,13,15,16,0
1005217,0,3,17,1,3,0,13,15,16,0
1002026,0,5,16,2,1,1,13,14,16,0
1004918,1,2,12,2,1,0,13,15,16,0
1000149,0,3,1,1,2,1,13,15,16,0
1001340,0,3,7,0,2,0,13,15,16,0
1005728,1,4,20,2,3,0,13,15,16,0
1004656,0,3,17,1,4,0,13,15,16,0
1004725,0,4,5,0,2,0,13,15,16,0
1001780,0,4,1,1,0,0,13,15,16,0
1004728,0,3,19,1,3,0,13,14,16,0
1000355,0,2,3,1,2,0,13,15,16,0
1001939,1,4,2,2,3,0,13,14,16,0
1005627,0,3,0,0,4,1,13,15,16,0
1000669,0,3,17,1,2,0,13,15,16,0
1001455,1,4,0,1,1,1,13,14,16,0
1005627,0,3,0,0,4,1,13,14,16,0
1001916,0,4,7,1,0,0,13,14,16,0
1001050,0,3,1,1,1,0,13,15,16,0
1001570,0,2,17,1,1,1,13,15,16,0
1003478,0,3,7,0,1,1,13,14,16,0
1000456,0,4,0,0,0,0,13,14,16,0
1000474,0,3,17,1,1,0,13,15,16,0
1005886,0,3,20,0,2,0,13,15,16,0
1001112,0,2,6,0,4,0,13,14,16,0
1003836,1,5,8,1,1,0,13,15,16,0
1004508,0,3,20,0,2,0,13,14,16,0
1001159,0,2,0,2,3,1,13,15,16,0
1001388,0,5,20,2,2,1,13,15,16,0
1001759,0,3,16,2,0,1,13,15,16,0
1003970,1,3,2,2,2,1,13,15,16,0
1003529,1,4,1,2,0,1,13,15,16,0
1001639,0,3,17,1,1,0,13,14,16,0
1004617,1,3,6,2,0,0,13,15,16,0
1005490,0,4,17,2,3,0,13,14,16,0
1000687,1,3,7,2,4,0,13,15,16,0
1005643,1,4,1,0,3,1,13,14,16,0
1000148,0,5,17,1,3,1,13,15,16,0
1005556,0,4,6,0,0,0,13,14,16,0
1002934,1,4,20,1,3,0,13,15,16,0
1002223,0,3,2,1,0,1,13,15,16,0
1005501,0,3,2,0,3,0,13,15,16,0
1003280,0,3,7,1,1,0,13,15,16,0
1001928,0,0,10,1,1,0,13,15,16,0
1002105,0,3,1,0,0,1,13,14,16,0
1000221,1,3,0,1,2,1,13,14,16,0
1000996,0,3,17,0,4,1,13,15,16,0
1004480,0,3,0,1,1,0,13,15,16,0
1002997,1,4,16,2,2,0,13,15,16,0
1000839,0,3,0,0,2,0,13,15,16,0
1004277,0,4,16,0,0,0,13,14,16,0
1000074,0,4,14,0,2,1,13,14,16,0
1003934,0,3,0,1,2,0,13,15,16,0
1000343,1,4,3,1,2,0,13,15,16,0
1000060,0,5,1,2,1,1,13,14,16,0
1004118,0,3,3,2,3,0,13,15,16,0
1004126,0,3,17,1,1,0,13,15,16,0
1002986,0,3,4,0,2,1,13,15,16,0
1004221,0,4,4,2,2,1,13,14,16,0
1006037,1,4,1,2,4,0,13,14,16,0
1002338,0,4,17,2,4,1,13,14,16,0
1005039,1,4,4,1,2,1,13,14,16,0
1001860,0,5,16,2,1,0,13,15,16,0
1000604,0,4,17,2,2,1,13,15,16,0
1001521,1,3,7,2,2,1,13,15,16,0
1002462,0,4,1,1,1,0,13,15,16,0
1002622,1,4,6,1,2,1,13,14,16,0
1000687,1,3,7,2,4,0,13,14,16,0
1001699,1,3,19,0,0,0,13,14,16,0
1003643,0,3,17,2,1,0,13,15,16,0
1001505,0,5,11,2,3,1,13,15,16,0
1003716,0,2,12,1,3,1,13,15,16,0
1001164,1,3,19,0,1,1,13,14,16,0
1004788,0,4,7,1,4,0,13,15,16,0
1002175,0,3,4,2,2,0,13,15,16,0
1004808,0,4,0,0,1,1,13,15,16,0
1005555,0,0,10,1,2,0,13,14,16,0
1001632,0,3,16,1,1,0,13,15,16,0
1005232,0,3,4,2,1,1,13,15,16,0
1003274,0,3,20,2,4,0,13,15,16,0
1002251,0,4,14,0,3,0,13,15,16,0
1001666,0,3,14,1,3,0,13,14,16,0
1004566,0,4,17,2,1,0,13,15,16,0
1003678,0,3,0,0,0,0,13,15,16,0
1000073,0,2,4,0,4,0,13,15,16,0
1000319,1,5,6,1,3,1,13,14,16,0
1001243,0,4,15,1,4,1,13,15,16,0
1003038,1,4,2,0,1,1,13,15,16,0
1002092,0,5,1,1,4,1,13,14,16,0
1004050,0,4,6,1,1,0,13,15,16,0
1005530,1,2,4,1,0,0,13,14,16,0
1003519,1,3,14,0,1,1,13,14,16,0
1001146,1,2,16,1,2,1,13,14,16,0
1001899,1,4,6,0,1,1,13,15,16,0
1001120,0,2,4,0,0,1,13,15,16,0
1000698,0,2,4,0,1,0,13,15,16,0
1005883,1,2,0,0,4,1,13,15,16,0
1002020,0,3,7,1,0,1,13,15,16,0
1005426,0,3,14,2,1,0,13,15,16,0
1003618,0,5,17,0,4,1,13,15,16,0
1002777,0,2,4,1,2,0,13,15,16,0
1000225,0,3,7,0,0,0,13,15,16,0
1002806,0,0,10,1,4,0,13,15,16,0
1001498,0,2,4,0,2,0,13,15,16,0
1002818,0,3,12,1,2,0,13,15,16,0
1000531,1,2,14,1,0,0,13,15,16,0
1004387,1,2,4,1,0,0,13,14,16,0
1004615,0,3,17,2,1,1,13,15,16,0
1004728,0,3,19,1,3,0,13,15,16,0
1001647,0,2,18,1,0,0,13,15,16,0
1001941,0,4,17,0,1,0,13,14,16,0
1002860,0,4,17,0,2,0,13,14,16,0
1003067,1,3,0,0,1,0,13,14,16,0
1000522,0,3,12,2,1,0,13,15,16,0
1001422,0,4,17,1,3,0,13,14,16,0
1004452,1,3,7,1,2,1,13,15,16,0
1003773,0,4,6,1,1,0,13,15,16,0
1003618,0,5,17,0,4,1,13,14,16,0
1005070,0,3,2,0,0,0,13,15,16,0
1003051,0,2,17,1,0,0,13,15,16,0
1004245,0,5,12,2,3,0,13,15,16,0
1003389,0,2,0,0,0,0,13,15,16,0
1003507,0,3,0,0,3,0,13,14,16,0
1005615,0,4,7,2,4,0,13,15,16,0
1005368,1,3,17,2,1,0,13,15,16,0
1004950,0,3,16,0,1,1,13,14,16,0
1002239,0,2,10,0,0,0,13,15,16,0
1002051,0,4,7,2,2,0,13,15,16,0
1001658,1,4,6,1,2,0,13,15,16,0
1000512,0,4,0,2,1,1,13,14,16,0
1001387,1,5,13,1,1,1,13,14,16,0
1001962,1,2,1,1,0,1,13,14,16,0
1003118,0,3,0,1,1,0,13,14,16,0
1001329,0,2,14,1,3,0,13,15,16,0
1004368,0,2,17,1,1,0,13,15,16,0
1005347,0,3,6,0,1,0,13,15,16,0
1001303,0,3,19,0,4,0,13,15,16,0
1004013,0,3,1,2,4,1,13,15,16,0
1002466,0,3,15,1,4,0,13,15,16,0
1003827,0,5,2,2,1,1,13,14,16,0
1004796,0,4,7,0,4,1,13,15,16,0
1006016,0,4,1,1,1,1,13,14,16,0
1003516,0,2,4,2,0,0,13,15,16,0
1003934,0,3,0,1,2,0,13,14,16,0
1004130,0,4,6,1,4,1,13,15,16,0
1003410,0,4,1,1,3,1,13,15,16,0
1001422,0,4,17,1,3,0,13,15,16,0
1005223,0,5,10,2,1,1,13,15,16,0
1001264,0,3,1,0,3,0,13,14,16,0
1002288,0,0,10,1,2,0,13,15,16,0
1005484,0,4,17,2,4,1,13,15,16,0
1004510,0,4,7,0,4,1,13,15,16,0
1001899,1,4,6,0,1,1,13,14,16,0
1000414,0,3,0,2,4,0,13,15,16,0
1005543,0,3,17,0,2,0,13,14,16,0
1002826,0,4,12,0,4,1,13,14,16,0
1001643,0,4,2,2,4,0,13,14,16,0
1001984,0,2,10,1,2,1,4,8,9,0
1004387,1,2,4,1,0,0,4,5,13,0
1005969,0,4,13,2,1,1,4,5,12,0
1001265,1,2,20,1,0,1,4,5,9,0
1005187,0,2,16,2,1,0,4,5,8,0
1003571,0,2,4,2,1,0,4,5,9,0
1001389,0,3,17,1,4,1,4,5,18,0
1001356,1,2,4,1,2,0,4,5,15,0
1001805,0,2,4,2,0,0,4,5,9,0
1001753,0,4,6,1,3,0,4,5,12,0
1003370,0,2,4,2,1,0,4,5,9,0
1000508,0,3,12,1,0,0,4,5,9,0
1001737,0,4,20,1,3,0,4,5,9,0
1004271,0,4,7,1,2,0,4,5,15,0
1002665,0,4,11,1,1,0,4,5,15,0
1002012,0,3,4,1,3,1,4,5,13,0
1003651,0,3,14,0,1,0,12,14,17,0
1000216,0,4,13,1,1,0,4,5,15,0
1001017,0,4,0,1,2,0,4,5,8,0
1004133,0,4,4,2,2,0,4,5,13,0
1003205,1,4,16,1,1,0,4,5,8,0
1005788,0,3,0,0,4,0,4,5,15,0
1004210,0,3,17,2,0,0,4,5,15,0
1000386,0,3,0,0,1,1,4,5,8,0
1001333,0,3,17,0,4,0,4,5,9,0
1001084,0,0,19,2,0,0,4,5,8,0
1003589,1,4,0,1,1,1,4,8,9,0
1001010,0,3,0,0,1,0,4,5,9,0
1003998,0,4,0,2,4,1,4,5,15,0
1001545,0,3,20,0,1,0,4,5,18,0
1003843,1,0,10,1,2,0,4,5,8,0
1000205,0,4,12,0,1,0,4,5,12,0
1001951,1,2,4,2,1,0,4,5,12,0
1003830,0,2,4,2,1,0,4,5,12,0
1003411,0,2,4,0,4,0,4,5,15,0
1001726,0,3,2,1,1,1,4,8,9,0
1001917,0,2,10,1,1,0,4,5,9,0
1001100,0,3,0,1,0,1,4,5,9,0
1004854,1,5,13,2,4,1,4,5,9,0
1004541,0,0,10,1,1,0,4,5,8,0
1005896,0,3,0,0,4,0,4,5,9,0
1001169,0,3,20,1,3,0,4,5,8,0
1003280,0,3,7,1,1,0,4,5,9,0
1004028,0,3,4,0,2,0,4,5,18,0
1005161,0,3,4,2,0,0,4,5,9,0
1001265,1,2,20,1,0,1,4,5,9,0
1001584,0,3,19,1,4,0,4,5,12,0
1004227,0,3,19,0,0,0,4,5,13,0
1002180,0,3,12,1,3,1,4,5,9,0
1003328,0,5,19,2,2,1,4,5,13,0
1004021,0,5,20,1,1,1,4,5,9,0
1003411,0,2,4,0,4,0,4,5,15,0
1003641,0,3,0,1,1,0,4,5,9,0
1000092,1,2,4,1,1,0,4,5,9,0
1001169,0,3,20,1,3,0,4,5,9,0
1003328,0,5,19,2,2,1,4,5,9,0
1002288,0,0,10,1,2,0,4,5,9,0
1004869,1,4,6,2,3,1,4,5,12,0
1000216,0,4,13,1,1,0,4,5,12,0
1002529,1,4,9,0,3,0,4,5,15,0
1002507,0,3,4,0,0,1,4,5,9,0
1005605,1,2,2,0,0,0,12,14,17,0
1005161,0,3,4,2,0,0,4,5,8,0
1003942,0,2,4,1,4,0,4,5,9,0
1001851,0,3,19,1,4,1,4,8,9,0
1003615,0,3,17,2,2,0,4,9,15,0
1000026,0,3,7,1,2,1,4,5,15,0
1005605,1,2,2,0,0,0,4,5,8,0
1003493,0,3,17,2,1,0,12,14,17,0
1003569,1,2,2,1,1,0,4,5,9,0
1000710,0,3,20,0,4,0,4,5,9,0
1003598,0,5,1,0,2,0,4,8,9,0
1001434,1,0,10,0,0,0,4,5,8,0
1002558,0,5,17,2,3,1,4,9,15,0
1005774,0,2,4,0,2,1,4,5,9,0
1003441,1,3,14,0,2,0,4,5,8,0
1003621,0,2,4,1,3,0,4,5,15,0
1004227,0,3,19,0,0,0,4,5,9,0
1001333,0,3,17,0,4,0,4,5,9,0
1003793,0,2,4,2,3,0,4,5,15,0
1000984,0,5,16,0,2,1,4,5,9,0
1003711,0,4,0,2,4,1,4,5,9,0
1005282,1,2,4,1,1,1,4,5,9,0
1001449,0,4,20,0,1,1,4,5,9,0
1006006,1,0,0,2,1,0,4,5,12,0
1005137,0,2,18,2,4,0,4,5,15,0
1003675,0,4,7,1,3,0,4,5,9,0
1004695,0,2,18,2,4,0,4,5,8,0
1005026,0,3,17,1,1,1,4,5,15,0
1005636,0,3,7,0,0,1,12,14,17,0
1001799,0,4,11,1,4,1,4,8,9,0
1005334,1,5,13,2,4,1,4,5,8,0
1002628,1,3,2,1,0,0,4,8,9,0
1001383,1,3,7,0,1,0,4,5,12,0
1003834,0,2,2,1,2,0,4,5,8,0
1005888,0,3,20,1,1,0,12,14,17,0
1002180,0,3,12,1,3,1,4,5,9,0
1002327,0,2,10,2,2,0,4,5,8,0
1002537,0,4,11,1,0,0,4,5,15,0
1004125,0,4,2,2,2,1,4,5,18,0
1003416,0,3,12,1,4,1,4,8,9,0
1000869,0,2,20,0,4,1,4,5,9,0
1004658,0,3,4,1,3,1,4,5,9,0
1004211,0,4,5,2,2,1,12,14,17,0
1000202,0,2,4,0,3,0,12,14,17,0
1000026,0,3,7,1,2,1,4,5,12,0
1005765,0,3,11,1,2,1,4,8,9,0
1005761,0,3,20,1,1,1,4,5,9,0
1005299,0,3,2,1,3,1,4,5,12,0
1000881,0,2,14,0,1,0,4,8,9,0
1005530,1,2,4,1,0,0,4,5,9,0
1002092,0,5,1,1,4,1,12,14,17,0
1005668,1,3,3,2,0,0,12,14,17,0
1001333,0,3,17,0,4,0,4,5,9,0
1000563,0,3,4,0,3,0,4,5,9,0
1005420,1,0,19,1,4,0,4,5,15,0
1001265,1,2,20,1,0,1,4,5,15,0
1002506,1,3,14,0,4,0,4,5,12,0
1003598,0,5,1,0,2,0,4,5,15,0
1003349,1,2,4,1,1,0,4,5,9,0
1005536,0,3,16,1,2,1,4,5,9,0
1003945,1,4,1,1,2,0,4,5,12,0
1000438,0,2,11,0,3,0,4,5,9,0
1001781,1,4,0,2,2,0,4,5,9,0
1004626,0,3,14,1,4,0,4,5,15,0
1004539,0,4,19,2,0,0,4,5,8,0
1001152,0,2,4,2,2,0,4,5,9,0
1003999,0,4,17,1,4,0,4,5,15,0
1003434,0,2,4,1,1,0,4,5,9,0
